77d8d18a001b2f7ae4208299ddcf1422 sat 1301.173 1389.964 131.276 179.165 2631.86 timeout 240.028 timeout timeout 381.646 timeout 226.172 3883.007 437.783
0151bedac526ee195bc52e4134cd80e7 sat 934.747 1207.742 365.152 147.384 4367.226 907.373 235.291 timeout timeout 363.092 timeout 314.836 timeout timeout
796f0662f0c7b23a00dec660d6622806 sat 1361.805 1087.694 354.81 768.079 4376.937 4701.964 219.162 timeout timeout 333.495 timeout 206.587 timeout 2490.892
90d6cb8b040b5ad926248e8a75c0fb07 sat 2643.776 2470.724 1135.362 997.794 1920.111 482.258 597.212 timeout timeout 89.236 timeout 985.75 timeout 404.842
d39f5c2474124910a607eb378b9f0bc3 sat 96.107 222.086 33.447 57.466 33.27 9.955 21.188 2383.437 2307.847 219.599 556.477 42.318 timeout timeout
8b31606e10656ff7eb2936262b647443 sat 15.574 15.542 3.227 10.404 120.635 15.932 87.432 254.663 244.494 12.232 6.552 38.95 340.601 22.933
651ba27349b792ee6abdf5ab8e7a14a0 sat timeout timeout 1085.793 2431.725 timeout timeout timeout timeout timeout timeout timeout timeout timeout 920.029
70a8711118d4eaf15674ebc71bfb7c35 sat 1221.533 1197.46 295.355 529.406 833.133 621.8 795.385 936.86 938.698 609.99 timeout 550.1 1060.545 194.434
cdd89d1b9259dcf26d4a53ba94041e93 sat 110.016 141.015 160.982 146.094 289.305 119.203 509.891 9.442 9.287 299.208 3899.746 162.358 1075.282 103.651
fb79263d8e6bba39c3b3476ffff425d1 sat 41.796 232.892 73.917 83.334 419.247 439.774 358.276 310.701 313.053 85.898 24.744 136.693 417.502 84.292
dea81beed9d7eb7447d94ae7db0b1842 sat 130.299 98.296 192.245 246.063 1217.271 28.349 576.574 660.547 655.852 936.015 29.445 259.548 960.536 168.277
11f7856b53db9263e48e81a61b0573fd sat 129.434 84.36 137.571 125.579 555.6 172.676 98.53 217.232 216.183 213.416 139.489 52.381 1642.72 45.271
27f890d3aa346aaa55a31b63ebd4952c unsat 295.606 318.467 37.051 106.243 43.52 17.558 58.739 50.128 52.21 25.162 198.018 35.846 64.534 28.79
b14723fd0acbb7a5b497c4ddb4e3d813 sat timeout timeout failed timeout 785.59 116.364 177.686 timeout timeout failed failed 178.445 1622.746 failed
db5739060cc056b6b4733e4527bb630c unsat 168.141 187.897 30.266 42.152 80.246 19.699 45.04 171.255 183.654 65.294 510.98 28.119 50.281 21.652
687d3ac645f05ea381091ab1536bd24a unsat timeout timeout 1.69 1.832 timeout timeout timeout incorrect incorrect timeout 1083.239 timeout timeout 1.061
4a3bee9d892a695c3d63191f4d1fbdff unsat timeout timeout 1.675 1.884 timeout timeout timeout incorrect incorrect timeout 1081.647 timeout timeout 1.057
f421f53b4a01716170fd51e614b58d4c sat timeout timeout timeout timeout timeout timeout timeout 4384.155 4275.964 timeout timeout timeout timeout timeout
6d04eefb847e8a70fdf3394c22cc794c unsat timeout timeout 4427.403 timeout 3161.414 2202.14 1311.403 timeout timeout 2790.654 301.113 1337.115 timeout 420.251
17b54dc4971c1a5f907b5b9de801c1c6 unsat 1110.864 1065.964 104.465 140.019 340.597 61.303 225.685 202.737 190.191 80.416 296.952 134.325 203.294 timeout
db480ef956c6e29f7aa1b4ba155cfa75 unsat 198.207 188.36 failed 62.694 22.197 28.87 50.614 85.787 91.085 19.901 142.339 35.36 52.327 timeout
c947949387613c61a2553098319d9da1 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
8356e57e0e64b86e28bedb6aff099c96 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
0b348eb6b61e4f0026437fda402c9b62 sat 83.842 89.663 2514.262 2611.608 40.431 319.929 559.903 20.991 21.019 2.48 32.863 73.138 938.462 17.891
bc3c20b0d585bbea7c6d97d4ae056fc4 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
e85b6cb3e2751d5c80559433ba1adf06 sat 153.317 145.731 timeout 787.13 308.323 486.536 649.515 154.289 148.588 4.544 117.818 62.907 timeout 4188.476
21fc09c6badfc60aaa85cae664023cc6 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
df8884c93686aa1f0fe4ba12b5a98bde sat 349.807 225.302 timeout 232.944 20.374 timeout 4527.616 213.133 208.728 7.507 107.281 1115.593 3265.309 timeout
c99fbb392c6adaf2835a455b1818e8e2 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
3c1252e11adea78ca57afd0f9ed8f8fe sat 245.036 217.35 timeout timeout 23.134 timeout 3812.707 196.701 199.015 8.975 165.435 4504.483 timeout timeout
2a3365659589da4f9812e5d96d3935b0 unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
ae17bcd042e6140aa72a2cd9f4c42b9c sat 559.64 329.118 timeout timeout 25.634 timeout timeout 146.124 142.427 10.65 330.995 timeout 734.249 timeout
d5d2c97e5135a7468d11a6e1aca5121c unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
dcdfb7b6a5e319f915449dcb2464304d sat 261.621 260.963 timeout timeout 24.894 timeout timeout 281.928 277.265 12.219 125.856 timeout timeout timeout
7af73f846548141cc97b8a149a20bfbf sat 420.838 372.524 timeout timeout 818.971 timeout timeout timeout timeout 20.437 4086.32 timeout timeout timeout
8c70a8d5d537e2c49a58d3c3787ca602 unsat 534.438 707.508 116.302 178.602 283.905 387.936 413.915 1286.964 1377.893 305.955 92.194 328.078 263.029 79.379
ead8aa0e85eff93a71d805067f106d07 unsat timeout timeout 799.769 1238.973 3177.683 timeout timeout timeout timeout 2417.343 506.644 timeout 3957.75 408.543
3e9ce48792c9a6e1727393f09c28fad3 unsat timeout timeout 1180.81 1566.969 3834.915 timeout timeout timeout timeout 3787.793 750.853 timeout 4196.94 691.62
a5e35f56e307070fc85c7dfadacd377e unsat 519.189 430.198 failed 75.439 90.408 233.526 180.588 375.119 373.667 233.34 97.788 120.666 130.841 210.999
7a13ffe9546cc7dfabdedebb64700e8a unsat 177.456 186.5 60.151 56.446 70.321 244.52 94.398 159.678 154.757 84.604 54.383 65.585 72.544 34.914
2c216cf84cc3a61aaa6d7e6afaeaf5af unsat 291.662 331.117 50.224 failed 97.264 591.334 145.805 292.914 292.829 149.288 69.753 101.125 130.931 73.945
366397b26e0b86f275f5f4b827bde95e unsat 267.662 266.995 45.957 67.228 103.386 142.455 146.561 428.261 429.062 181.695 53.494 107.078 97.245 66.65
16d83e40878ebec355597e0edb0e0c72 unsat 399.017 430.627 62.836 91.262 109.698 350.048 161.104 559.499 555.598 280.082 96.884 126.96 137.053 125.47
16b9e9e007133b818ec1f0868613d534 unsat 280.14 224.1 48.192 61.83 66.807 249.54 113.92 299.7 298.545 130.957 66.178 81.458 91.149 116.671
d55033d9dc6c92861ae6b099870322d3 sat 1191.517 1419.521 183.175 304.567 327.315 102.025 659.21 1538.937 1469.59 314.985 206.034 951.444 1834.26 503.726
c5e7e5564e9c70329212c6bd040f30ba unknown timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout timeout
fb852d4b14865a562c1a38a77c8517d1 sat 476.254 213.239 210.335 124.527 1021.701 1636.33 143.83 2528.857 2359.259 259.494 1425.974 1070.261 2010.102 115.275
